CONTROL_NUMBER_N,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
13542,29,65,0,S,2,18,H,F,5,0,B,0,,707,370,93,10191,0,25,50,5,0,0,N,2,0.182,15,0.4,15,2,2,19,9,21,30,2,15,0,15,15,15,6,12,19,23,15,2
13543,65,,0,T,2,40,U,F,,0,N,0,0,666,224,11,10370,0,29,39,22,1,1,S,4,0.3,11,0.364,10.5,6,4,18,22,49,125,14,8.93,8,12,4,12,6,14,18,57,8.93,8
13544,113,48,0,T,2,40,U,F,,0,N,0,8,694,437,90,15192,0,32,25,31,0,0,A,1,0.095,22.5,0.2,22.5,2,2,18,26,55,86,6,14.33,22,25,3,25,6,13,18,105,14.33,5
13545,29,,0,C,3,31,U,F,,1,N,0,,348,166,85,18329,0,37,18,49,0,0,A,1,0.143,15,0,0,2,0,19,9,25,30,2,15,10,20,10,20,4,11,19,32,15,0
13546,41,35,0,C,2,27,H,F,4,1,P,0,,657,254,42,12353,0,26,25,53,0,0,A,3,0.235,8.5,0.25,9.5,4,2,20,14,33,39,5,7.8,5,10,5,10,6,12,20,44,7.8,3
13547,29,19,0,U,1,3,U,F,5,0,P,0,,4333,361,24,22300,1,18,21,42,0,0,N,1,0.143,20,0.333,20,1,1,23,5,14,20,1,20,0,20,20,20,3,8,23,23,20,1
13548,113,62,0,T,1,35,H,F,7,1,B,2,,1145,544,96,20471,0,21,52,19,1,1,S,2,0.133,13,0.143,12,2,1,18,23,49,90,14,6.43,12,14,2,14,6,13,18,105,6.43,9
13549,17,67,0,R,1,42,U,F,4,1,M,34,,868,261,76,15190,0,45,40,43,0,0,N,2,0.25,25,0.5,25,1,1,17,6,16,50,2,25,0,25,25,25,5,13,16,17,25,1
13550,77,45,0,T,1,35,U,M,,0,N,0,7,1659,565,95,29290,0,43,39,20,1,1,S,4,0.524,5.18,0.636,5.29,11,7,15,23,59,128,25,5.12,4,7,3,5,6,13,15,76,5.12,13
13551,41,,0,S,2,17,U,F,,0,N,0,,604,270,64,13974,1,27,46,13,0,0,A,1,0.077,20,0.167,20,1,1,24,10,24,45,3,15,15,20,5,20,5,10,24,41,15,3
13552,77,,0,T,3,41,U,M,,0,N,0,,0,0,0,0,0,0,0,0,1,1,S,4,0.143,24,0.091,12,3,1,17,25,64,391,18,21.72,44,50,6,6,6,14,15,75,21.72,6
13553,137,69,0,R,3,52,H,F,2,0,P,0,2,905,276,67,8057,0,21,24,27,1,1,S,2,0.176,10.67,0.125,12,3,1,19,31,79,311,26,11.96,19,24,5,12,6,14,19,127,11.96,14
13554,53,,0,R,2,47,U,F,,0,N,0,,429,147,63,8297,0,14,14,45,1,1,S,4,0.316,9.33,0.333,8.67,6,3,18,13,34,87,11,7.91,12,14,2,14,6,13,18,48,7.91,3
13555,89,65,0,R,2,44,H,M,7,0,P,0,4,1941,344,48,10888,0,14,29,35,1,0,A,1,0.059,20,0.125,20,1,1,23,20,51,72,5,14.4,10,20,10,20,4,9,23,79,14.4,4
13556,113,63,0,U,1,2,H,F,3,1,P,0,6,1778,411,65,18236,0,27,28,27,1,0,A,1,0.091,50,0.182,50,2,2,16,29,69,355,9,39.44,35,50,15,50,6,13,16,102,39.44,7
13557,113,62,0,S,1,15,H,F,4,0,B,1,8,1648,395,44,22216,0,30,29,18,1,0,A,4,0.25,10,0.3,10.67,5,3,17,27,67,111,13,8.54,8,11,3,11,6,14,17,113,8.54,9
13558,89,80,0,T,2,38,H,M,4,0,P,0,8,2459,309,47,17969,0,27,15,67,1,0,A,4,0.35,19.71,0.455,18.6,7,5,21,38,99,311,22,14.14,25,30,5,20,11,30,18,89,14.14,9
13559,77,,0,T,1,35,U,M,3,1,P,0,9,3445,750,86,23146,0,29,50,13,1,0,A,1,0.053,50,0,0,1,0,18,22,63,360,7,51.43,50,75,25,50,6,13,18,75,51.43,4
13560,113,83,1,S,2,16,H,M,6,1,B,11,7,470,329,87,17154,3,47,28,49,0,0,A,1,0.1,22.5,0,0,2,0,20,29,72,120,9,13.33,22,25,3,12,8,21,10,105,13.33,5
13561,137,67,0,R,1,42,U,F,5,1,P,0,9,1164,699,99,21792,0,27,27,22,0,0,A,1,0.19,25,0.273,25,4,3,26,31,72,315,15,21,15,25,10,25,5,11,26,127,21,9
13562,113,62,0,C,2,27,U,M,,0,N,0,5,1648,462,50,13148,0,28,57,4,0,0,A,1,0.05,25,0.111,25,1,1,24,26,62,116,8,14.5,20,25,5,25,6,11,24,104,14.5,4
13563,113,71,0,S,2,16,H,M,5,1,B,3,3,709,380,95,13147,0,37,36,40,1,4,A,1,0.136,7.67,0.182,8,3,2,28,29,74,164,25,6.56,13,15,2,15,6,13,18,105,6.56,12
13564,29,57,0,S,1,13,H,M,7,1,B,4,,790,306,52,21924,2,46,18,57,0,0,N,1,0.1,20,0.25,20,1,1,24,6,15,20,1,20,0,20,20,20,3,7,24,24,20,1
13565,29,49,0,S,2,16,H,F,4,0,B,0,,798,446,96,15572,2,44,24,63,0,0,N,1,0.143,20,0.333,20,1,1,23,5,14,20,1,20,0,20,20,20,3,8,23,23,20,1
13566,101,55,0,T,1,35,H,F,6,0,P,0,9,1507,729,92,26931,0,31,39,23,1,4,A,1,0.095,16,0.1,16,2,1,23,26,66,129,12,10.75,11,16,5,16,6,12,23,92,10.75,8
13567,89,79,0,C,3,33,U,F,1,1,B,3,6,693,124,33,12596,0,43,7,41,1,1,S,4,0.294,6.8,0.286,8,5,2,17,20,53,63,14,4.5,5,8,3,5,6,13,15,80,4.5,5
13568,77,74,0,R,2,44,H,F,2,1,B,11,7,732,366,65,13849,0,28,34,23,1,13,A,1,0.105,22.5,0.111,20,2,1,18,20,53,72,6,12,20,25,5,25,6,13,18,75,12,4
13569,137,69,0,U,2,4,U,M,1,0,P,0,3,0,0,0,0,0,26,21,30,1,7,A,2,0.091,25,0.091,25,2,1,22,28,65,179,12,14.92,24,25,1,15,6,13,18,129,14.92,5
13570,29,37,0,C,1,24,H,M,5,0,P,0,,1101,402,67,15972,0,34,34,38,0,0,N,1,0.1,20,0.25,20,1,1,24,6,16,20,1,20,0,20,20,20,3,8,24,24,20,1
13571,65,51,0,C,2,25,H,F,2,1,B,14,1,1029,207,12,14574,0,38,36,22,0,0,A,1,0.095,27.5,0.1,30,2,1,17,17,41,71,4,17.75,25,30,5,30,6,13,17,53,17.75,3
13572,53,,0,T,2,39,U,F,,0,N,0,,0,0,0,0,93,4,18,1,1,1,S,4,0.182,9.5,0.273,6,4,3,15,20,46,66,11,6,18,20,2,10,7,14,15,53,6,6
13573,29,41,0,R,2,49,H,M,5,0,P,0,,883,286,77,11100,0,31,35,28,0,0,A,2,0.214,13.33,0,0,3,0,19,11,24,40,3,13.33,5,15,10,15,6,13,19,28,13.33,0
13574,29,31,0,T,1,35,H,F,2,0,P,0,,1801,533,74,19928,0,32,33,14,0,0,A,2,0.143,13.5,0,0,2,0,19,9,23,37,3,12.33,5,15,10,15,5,11,19,31,12.33,0
13575,41,50,0,R,2,45,U,M,,0,N,0,,534,206,81,9104,0,36,36,39,1,1,S,4,0.421,10.5,0.3,8.33,8,3,18,15,34,95,10,9.5,10,15,5,15,6,13,18,41,9.5,4
13576,101,59,0,R,3,53,H,F,7,0,P,0,,419,211,81,10103,0,35,25,46,0,0,A,1,0.182,10.5,0.25,1,2,1,18,16,44,43,6,7.17,19,20,1,20,6,13,18,89,7.17,4
13577,125,71,0,S,2,17,H,F,6,0,P,0,6,584,274,31,15105,0,17,35,16,1,0,A,1,0.067,18,0,0,1,0,24,23,55,78,7,11.14,12,18,6,18,4,9,24,115,11.14,5
13578,89,68,0,S,3,21,H,M,4,0,P,0,3,426,260,79,11699,4,19,0,79,0,0,A,2,0.211,18,0.222,13.5,4,2,18,20,47,106,9,11.78,27,30,3,30,6,13,18,89,11.78,4
13579,65,,0,R,2,49,U,U,,0,N,0,,481,246,79,10850,0,34,36,24,0,0,A,2,0.182,22.5,0,0,2,0,18,11,32,60,4,15,20,25,5,25,6,13,18,64,15,2
13580,65,76,0,C,2,27,U,M,2,1,B,4,7,855,374,79,17107,1,42,34,25,0,0,A,1,0.067,15,0.2,15,1,1,21,14,41,44,4,11,10,15,5,15,5,11,21,57,11,3
13581,17,71,0,T,3,41,U,M,1,0,P,0,,1594,215,16,34426,0,20,0,0,0,0,F,1,0.167,25,0.333,25,1,1,20,7,15,25,1,25,0,25,25,25,5,11,20,20,25,1
13582,137,,0,R,2,48,U,M,,1,N,0,0,807,227,85,12847,0,53,22,38,1,1,S,4,0.318,15.14,0.182,15,7,2,17,34,74,268,22,12.18,15,20,5,15,6,14,17,126,12.18,8
13583,137,69,0,S,2,19,H,F,4,0,B,20,8,1577,414,46,11435,0,11,34,16,1,4,A,1,0.095,18,0,0,2,0,18,32,71,195,12,16.25,15,25,10,21,6,13,18,121,16.25,9
13584,137,,0,R,2,43,H,M,3,1,B,2,2,345,273,81,12170,0,30,31,27,1,1,S,4,0.444,8.75,0.636,8.57,8,7,17,31,72,162,23,7.04,7,10,3,10,6,14,17,129,7.04,17
13585,29,60,0,C,3,30,H,M,2,1,P,0,,399,217,52,11919,0,35,18,23,1,0,A,4,0.313,7.2,0.286,6.5,5,2,16,11,28,36,5,7.2,5,10,5,8,6,14,16,33,7.2,2
13586,89,17,0,C,2,28,U,F,,0,N,0,4,1133,476,74,20751,0,40,11,60,1,0,A,1,0.071,15,0.167,15,1,1,24,12,34,82,6,13.67,6,16,10,15,2,6,24,79,13.67,5
13587,17,,0,C,2,27,U,U,,0,N,0,,689,399,84,14521,0,22,48,39,0,0,F,1,0.143,25,0.333,25,1,1,21,7,17,25,1,25,0,25,25,25,5,11,21,21,25,1
13588,41,69,0,C,1,24,H,F,5,1,B,15,,1569,553,80,27532,2,56,38,52,0,0,A,3,0.125,7.5,0.167,10,2,1,21,10,29,24,4,6,6,10,4,4,4,10,18,40,6,2
13589,29,,0,U,4,10,U,M,,0,N,0,,0,0,0,0,0,0,0,0,0,0,A,1,0.133,12.5,0.286,12.5,2,2,21,10,25,25,2,12.5,5,15,10,15,4,10,21,32,12.5,2
13590,137,,0,T,2,39,U,F,,1,N,0,,639,307,76,12513,0,25,23,41,1,0,A,1,0.063,10,0,0,1,0,26,28,66,93,16,5.81,13,15,2,10,4,8,26,127,5.81,11
13591,53,,1,?,?,,U,F,1,0,B,1,,663,333,78,12722,0,0,0,0,1,1,E,4,0.875,5.86,1,5.75,7,4,17,8,36,101,18,5.61,8,10,2,7,1,20,17,51,5.61,11
13592,137,79,0,S,1,11,H,F,6,0,B,0,7,4430,413,48,25404,0,19,42,23,1,1,S,3,0.167,20.67,0.2,18.5,3,2,18,22,56,183,20,9.15,22,25,3,25,4,9,18,124,9.15,11
13593,29,,0,T,2,36,U,F,2,0,P,0,,471,316,78,13740,1,45,17,42,0,0,A,1,0.167,12.5,0.2,5,2,1,19,8,20,25,2,12.5,15,20,5,20,4,10,19,29,12.5,1
13594,65,77,0,S,2,20,H,F,1,1,B,3,5,670,293,61,11553,0,39,11,65,1,1,S,2,0.227,14.2,0.182,15,5,2,22,23,56,182,18,10.11,13,16,3,14,6,13,22,63,10.11,7
13595,137,,0,S,2,20,U,F,,0,N,0,7,813,284,59,13749,4,34,21,25,1,0,A,1,0.056,20,0.125,20,1,1,26,27,65,85,13,6.54,17,20,3,20,4,9,26,130,6.54,11
13596,137,77,0,R,2,46,U,F,4,1,B,25,5,467,245,65,11506,0,34,38,39,1,1,S,4,0.75,6,0.75,5.67,6,3,15,18,43,94,22,4.27,5,7,2,6,3,10,15,130,4.27,11
13597,77,35,0,C,1,24,H,M,4,0,B,2,9,1241,396,82,43424,0,46,14,60,0,0,A,1,0.071,16,0,0,1,0,19,13,38,38,4,9.5,11,16,5,16,4,10,19,69,9.5,2
13598,77,39,0,C,2,27,U,F,4,1,B,1,3,675,233,81,11098,1,36,29,39,1,5,A,1,0.1,16,0.1,16,2,1,21,22,55,101,9,11.22,28,30,2,16,6,13,21,76,11.22,5
13599,89,50,0,C,1,24,U,U,,0,N,0,9,3233,684,77,26104,0,28,48,12,1,5,A,1,0.091,20,0.091,20,2,1,19,25,66,185,11,16.82,20,25,5,20,6,13,19,86,16.82,6
13600,77,47,0,C,3,30,H,F,5,0,P,0,2,351,213,61,9679,0,38,41,30,1,0,A,1,0.316,16.17,0.333,20,6,3,11,28,77,245,19,12.89,20,25,5,25,12,29,6,69,12.89,8
13601,65,43,0,C,3,31,H,F,4,1,B,10,2,637,208,23,8727,0,18,35,28,0,0,A,1,0.048,17,0,0,1,0,25,20,49,85,8,10.63,12,17,5,17,6,11,25,57,10.63,4
13602,125,,0,R,3,53,H,M,2,0,M,2,3,547,211,82,9035,1,35,12,23,1,1,S,3,0.235,4.5,0.286,6,4,2,19,28,73,109,23,4.74,4,6,2,4,5,11,19,124,4.74,17
13603,17,51,0,R,3,51,H,F,2,1,B,2,,379,236,87,9468,0,27,35,47,0,0,F,2,0.2,18,0.5,18,1,1,16,5,14,24,2,12,12,18,6,6,4,12,15,16,12,1
13604,137,63,0,C,1,24,H,M,3,1,B,0,8,1250,537,96,17954,0,28,21,41,1,6,A,1,0.118,15,0.125,15,2,1,26,29,70,160,21,7.62,12,15,3,15,4,9,26,130,7.62,13
13605,17,27,0,T,1,35,H,M,7,1,B,0,,1085,512,92,17783,0,31,36,21,0,0,F,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1
13606,29,49,0,R,2,44,H,M,5,0,P,0,,1264,403,84,12093,4,41,65,5,0,0,A,1,0.133,25,0.143,25,2,1,26,10,24,50,2,25,0,25,25,25,5,12,26,30,25,1
13607,65,83,0,T,2,36,U,U,,0,N,0,7,499,270,68,12615,0,32,27,36,0,0,A,1,0.095,22.5,0,0,2,0,19,21,56,114,8,14.25,20,25,5,25,6,15,19,65,14.25,1
13608,29,65,0,C,1,24,H,F,6,0,P,0,,3054,624,88,22241,0,22,43,30,0,0,A,1,0.154,10,0.2,5,2,1,18,8,20,20,2,10,10,15,5,15,4,10,18,30,10,1
13609,89,17,0,S,1,11,U,F,5,0,B,5,9,1148,441,90,16354,0,24,53,19,1,1,S,3,0.25,9,0.4,9,5,4,16,24,61,101,15,6.73,7,10,3,10,6,14,16,87,6.73,10
13610,137,73,0,C,3,30,U,F,2,1,B,40,0,261,115,33,7209,0,33,40,36,1,0,A,1,0.071,15,0.167,15,1,1,16,21,53,118,15,7.87,12,15,3,15,3,8,16,126,7.87,7
13611,17,23,0,S,1,14,H,F,7,1,B,8,,1147,611,92,19957,2,26,63,14,0,0,F,1,0.143,15,0.333,15,1,1,20,5,13,15,1,15,0,15,15,15,3,8,20,20,15,1
13612,137,72,0,S,2,18,H,M,3,1,B,28,8,2464,478,82,15752,0,16,26,24,1,11,A,1,0.053,25,0.111,25,1,1,21,30,75,154,19,8.11,24,25,1,25,6,13,21,124,8.11,10
13613,17,66,0,T,3,41,H,M,2,1,B,1,,291,170,61,7148,0,13,23,34,0,0,F,1,0.2,25,0,0,1,0,19,5,12,25,1,25,0,25,25,25,4,10,19,19,25,0
13614,125,49,0,U,2,7,H,F,5,0,B,2,1,2975,234,10,9919,0,20,48,38,1,0,A,1,0.083,20,0.2,20,1,1,19,24,58,205,10,20.5,25,35,10,20,4,11,19,124,20.5,8
13615,41,73,0,T,2,36,H,M,1,1,B,0,,480,203,60,8973,0,31,44,30,0,0,A,1,0.167,17.33,0.222,16,3,2,22,13,29,52,3,17.33,5,20,15,17,6,12,22,34,17.33,2
13616,65,64,0,U,4,10,U,M,3,0,P,0,3,374,301,81,11341,0,31,40,27,0,0,A,1,0.118,12.5,0.125,10,2,1,18,17,40,39,5,7.8,12,15,3,15,6,12,18,57,7.8,3
13617,29,41,0,T,2,40,H,M,6,1,B,0,,764,320,67,11242,2,31,49,18,0,0,N,1,0,0,0,0,0,0,,5,14,20,1,20,0,20,20,20,3,8,22,22,20,0
13618,89,53,0,R,2,49,H,F,2,1,B,5,8,811,326,85,11831,0,39,30,15,1,1,S,3,0.19,21.25,0.1,25,4,1,16,24,62,139,10,13.9,20,25,5,25,6,15,16,85,13.9,5
13619,125,49,0,R,2,49,H,M,2,0,P,0,7,648,320,80,12611,0,29,38,12,1,6,A,1,0.1,7.5,0.111,5,2,1,15,28,68,88,15,5.87,8,11,3,10,5,13,15,125,5.87,8
13620,101,67,0,T,3,41,H,M,2,0,P,0,0,661,225,76,10409,0,0,0,0,0,0,A,4,0.3,8.67,0.3,6.67,6,3,18,23,52,83,11,7.55,11,16,5,9,6,13,18,96,7.55,6
13621,29,74,0,C,2,29,H,F,2,1,B,2,,1260,252,40,17617,0,33,12,65,1,1,S,4,0.5,4.86,0.714,4.6,7,5,15,11,28,34,7,4.86,3,6,3,5,6,13,15,32,4.86,5
13622,53,,0,T,2,40,U,M,,0,N,0,,1375,318,0,10133,76,12,0,0,0,0,A,1,0.2,12.5,0.4,12.5,2,2,18,12,28,45,4,11.25,5,15,10,15,5,13,18,52,11.25,3
13623,77,41,0,T,2,36,H,F,5,0,P,0,1,804,164,62,9697,0,49,30,56,0,0,A,2,0.091,31,0,0,2,0,18,24,58,167,8,20.88,27,32,5,32,6,13,18,74,20.88,2
13624,65,31,0,S,1,11,H,F,6,0,P,0,,1817,499,82,22605,2,15,57,12,1,0,A,3,0.267,10,0.429,10,4,3,20,15,39,55,6,9.17,5,10,5,10,6,12,20,57,9.17,4
13625,77,38,0,T,3,41,H,F,1,0,P,0,1,367,125,61,5228,0,17,26,44,1,0,A,1,0.053,20,0,0,1,0,26,20,52,85,7,12.14,15,20,5,20,5,10,26,75,12.14,3
13626,53,35,0,C,1,22,U,F,5,1,B,1,7,573,273,26,11983,0,5,0,85,0,0,A,1,0.143,17,0,0,1,0,17,10,24,27,2,13.5,7,17,10,17,4,9,17,50,13.5,0
13627,41,,0,S,1,14,U,M,,0,N,0,,3952,696,88,24913,7,31,42,20,0,0,A,1,0.053,20,0,0,1,0,25,12,30,30,2,15,10,20,10,20,4,9,25,40,15,1
13628,41,,0,T,1,35,H,F,4,1,B,1,,911,540,95,17145,0,28,53,25,1,0,A,3,0.238,31.2,0.1,11,5,1,18,15,38,161,6,26.83,45,50,5,40,6,13,18,41,26.83,2
13629,77,33,0,T,1,35,H,F,7,0,B,1,9,705,458,84,16304,0,24,53,3,1,0,A,2,0.19,12.5,0.182,12.5,4,2,21,23,62,122,10,12.2,5,15,10,10,6,15,21,75,12.2,4
13630,89,78,0,T,2,37,H,M,2,1,B,1,,766,227,89,13684,0,50,10,85,1,0,A,4,0.273,5,0.273,5,6,3,15,23,54,63,14,4.5,3,5,2,5,6,12,15,88,4.5,7
13631,41,54,0,S,1,14,U,F,,0,N,0,,2031,679,94,26985,0,31,31,16,0,0,A,1,0.053,25,0,0,1,0,25,13,32,30,2,15,20,25,5,25,6,11,25,40,15,0
13632,41,79,0,C,1,24,U,F,,0,N,0,,1105,610,94,22190,3,42,50,28,0,0,A,3,0.313,6.8,0.25,8.5,5,2,21,13,28,39,6,6.5,5,10,5,10,6,12,21,35,6.5,3
13633,77,,0,T,2,40,U,F,,0,N,0,5,814,425,63,30037,1,23,48,20,0,0,A,1,0.067,18,0,0,1,0,18,15,47,60,5,12,13,18,5,18,4,12,18,69,12,3
13634,89,56,0,C,1,22,U,M,1,1,M,3,0,1150,160,17,20580,0,41,30,49,1,4,A,1,0.095,8.5,0.2,8.5,2,2,28,26,66,133,15,8.87,23,25,2,25,6,13,21,79,8.87,8
13635,41,23,1,C,1,22,U,M,1,0,P,0,7,599,100,15,11670,0,20,21,31,1,1,S,3,0.389,10,0.545,9.83,7,6,16,17,57,120,13,9.23,6,11,5,9,6,19,16,45,9.23,8
13636,125,74,1,S,1,14,H,F,5,0,P,0,8,1110,600,98,19053,0,29,51,29,1,0,E,4,0.333,27.67,0.222,27.5,6,2,17,26,66,491,25,19.64,30,35,5,10,3,9,4,124,19.64,9
13637,77,,0,T,2,40,U,M,,0,N,0,5,841,407,85,15173,1,32,34,20,0,0,A,4,0.412,13.57,0.444,13.25,7,4,15,13,31,129,13,9.92,13,15,2,15,4,8,15,67,9.92,6
13638,41,39,0,T,1,35,H,F,5,1,B,0,,2008,788,88,39749,0,39,19,16,0,0,A,3,0.222,5.75,0.125,3,4,1,15,13,30,31,6,5.17,7,10,3,10,5,11,15,40,5.17,2
13639,29,53,0,S,2,18,U,F,,0,N,0,,933,370,48,12873,5,37,45,8,0,0,N,1,0.1,15,0.25,15,1,1,24,6,18,15,1,15,0,15,15,15,3,9,24,24,15,1
13640,77,32,0,R,2,49,H,F,4,0,P,0,6,485,304,87,11892,0,36,30,21,1,0,A,1,0.1,22.5,0,0,2,0,26,19,55,105,7,15,20,25,5,25,5,11,26,74,15,3
13641,137,74,0,R,2,48,H,F,2,0,P,0,,786,220,78,11624,0,48,19,41,1,1,S,2,0.211,7,0.333,6,4,3,18,32,74,112,18,6.22,6,11,5,10,6,13,18,109,6.22,12
13642,65,47,0,S,2,18,U,M,,0,N,0,9,1041,392,53,16446,1,23,17,34,0,0,A,1,0.063,15,0.143,15,1,1,19,17,42,55,4,13.75,9,17,8,15,6,13,19,56,13.75,3
13643,29,,0,S,1,14,H,M,6,1,B,0,,2669,555,86,23356,2,19,61,28,0,0,A,1,0.143,20,0.333,20,2,2,24,9,22,40,2,20,0,20,20,20,4,9,24,29,20,2
13644,125,69,0,C,2,27,H,M,3,1,P,0,6,1775,445,84,15256,9,30,49,22,1,1,S,4,0.273,5,0.182,5,6,2,17,32,78,144,30,4.8,4,6,2,5,6,12,17,122,4.8,11
13645,41,55,0,C,1,22,U,U,1,0,M,0,,949,264,53,12784,0,9,0,29,0,0,A,1,0.056,20,0,0,1,0,26,12,27,25,2,12.5,15,20,5,20,4,9,26,39,12.5,1
13646,41,75,0,R,1,42,H,M,7,0,B,12,6,1087,326,72,19185,0,58,33,47,1,1,S,3,0.238,11.2,0.364,11.5,5,4,24,17,39,84,9,9.33,8,13,5,11,6,11,24,44,9.33,6
13647,41,44,0,R,1,42,U,F,,0,N,0,,1229,294,69,15018,0,34,77,14,0,0,A,1,0.056,20,0,0,1,0,25,11,28,30,2,15,10,20,10,20,4,9,25,42,15,0
13648,137,7,0,T,2,38,H,M,2,0,P,0,5,672,233,50,7676,0,18,23,36,1,14,A,1,0.056,11,0.125,11,1,1,18,32,77,166,20,8.3,7,12,5,11,5,12,18,130,8.3,12
13649,89,40,0,T,2,38,U,F,1,0,M,3,5,642,153,42,11969,0,44,45,37,1,1,S,4,0.333,8.57,0.455,9.6,7,5,15,24,67,155,18,8.61,7,12,5,7,6,13,15,80,8.61,9
13650,65,51,0,S,1,14,H,M,6,0,P,0,9,2264,689,85,29531,0,27,9,49,1,15,A,1,0.1,17,0.2,17,2,2,16,20,49,72,7,10.29,15,18,3,18,6,14,16,56,10.29,6
13651,53,48,0,R,1,42,U,F,,0,N,0,6,893,376,78,23965,0,13,41,57,0,0,A,3,0.105,17.5,0.125,10,2,1,24,16,44,80,6,13.33,20,25,5,25,6,12,24,52,13.33,3
13652,53,44,0,T,1,35,H,M,7,1,B,1,9,1110,452,84,17207,0,33,40,21,1,1,S,2,0.136,34.67,0.182,36,3,2,16,20,50,142,6,23.67,30,40,10,40,6,15,16,52,23.67,5
13653,29,,0,R,2,43,H,F,3,0,P,0,,539,224,84,9594,0,26,31,34,1,1,S,3,0.313,8.8,0.286,9.5,5,2,15,11,28,44,5,8.8,7,12,5,10,6,14,15,32,8.8,2
13654,53,,0,C,2,27,H,F,6,0,B,9,,1181,463,81,13195,0,37,38,9,0,0,A,1,0.053,40,0,0,1,0,26,14,35,53,3,17.67,37,40,3,40,5,10,26,50,17.67,0
13655,89,71,0,C,2,26,U,F,2,1,P,0,2,1590,668,80,31019,2,29,10,59,1,1,S,3,0.227,10,0.182,12.5,5,2,18,24,63,158,21,7.52,12,15,3,10,6,13,18,89,7.52,7
13656,41,26,0,R,2,43,H,F,3,1,B,2,3,508,243,79,9989,0,23,37,0,1,1,S,4,0.3,4,0.4,3.5,6,4,19,16,39,39,11,3.55,2,5,3,5,6,13,19,45,3.55,6
13657,17,67,0,T,2,36,H,F,4,0,P,0,,435,145,69,8733,0,24,33,33,0,0,F,1,0.25,25,0,0,1,0,15,6,12,25,1,25,0,25,25,25,5,10,15,15,25,0
13658,29,51,0,C,3,30,H,F,2,1,B,5,,430,221,72,8777,0,36,12,60,1,0,A,4,0.308,7.25,0.333,5,4,2,18,10,24,32,5,6.4,9,12,3,7,6,13,18,29,6.4,2
13659,89,,0,S,2,17,U,M,,0,N,0,,550,249,12,19689,18,17,32,18,1,1,E,4,0.571,15.75,0.333,15,4,1,18,14,27,330.25,23,14.36,20,25,5,20,1,2,18,85,14.36,12
13660,17,45,0,T,3,41,H,F,2,1,B,5,,416,154,58,10604,0,25,27,31,0,0,N,1,0.143,20,0.333,20,1,1,21,6,14,20,1,20,0,20,20,20,3,8,21,21,20,1
13661,41,,1,?,?,,U,U,,0,N,0,4,4500,404,0,12328,0,0,0,0,1,11,A,1,0.158,13.33,0.333,13.33,3,3,17,16,56,86,7,12.29,15,20,5,20,6,28,4,44,12.29,5
13662,113,58,0,C,2,25,U,F,3,1,M,3,4,650,272,1,21184,0,30,36,0,1,1,S,2,0.095,17,0.1,17,2,1,21,28,69,207,19,10.89,12,17,5,10,6,14,18,113,10.89,9
13663,137,82,0,R,3,51,H,F,5,1,B,2,1,301,205,82,8803,0,25,36,29,1,3,A,1,0.045,26,0,0,1,0,27,31,97,212,16,13.25,23,26,3,26,5,27,27,126,13.25,10
13664,77,,0,U,1,1,U,F,,0,N,0,2,3700,391,26,28199,1,17,60,3,1,0,A,2,0.188,26.67,0.375,26.67,3,3,18,16,45,120,5,24,10,30,20,30,4,8,18,66,24,4
13665,137,63,0,C,2,27,H,U,3,1,B,7,5,547,298,70,9884,0,34,44,19,1,1,S,4,0.316,5.17,0.455,5.2,6,5,19,32,73,94,25,3.76,5,6,1,5,6,14,19,127,3.76,15
13666,41,,1,S,1,13,U,F,1,1,B,49,,1318,388,60,27280,0,46,22,60,0,0,A,2,0.35,8.71,0.273,7.33,7,3,9,23,99,221,22,10.05,15,18,3,9,13,45,4,69,10.05,6
13667,125,,1,C,2,25,H,F,6,0,B,2,6,515,247,55,12146,0,24,56,31,1,1,S,4,0.214,17,0.143,25,3,1,18,24,95,638,29,22,50,50,0,25,4,31,9,123,22,14
