MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_WWII_VETERANS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,SES_1.0,SES_2.0,SES_3.0,SES_4.0
29,74.0,40,65,4,5,4.86,6,5,17617.0,17,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,0.0,0,0,1,2,11.25,5,3,10133.0,34,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
77,41.0,62,56,2,0,20.88,6,2,9697.0,56,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
65,31.0,82,12,3,3,9.17,6,4,22605.0,37,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
77,38.0,61,44,1,0,12.14,5,3,5228.0,49,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
53,35.0,26,85,1,0,13.5,4,0,11983.0,33,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
41,0.0,88,20,1,0,15.0,4,1,24913.0,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
41,0.0,95,25,3,1,26.83,6,2,17145.0,23,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
77,33.0,84,3,2,2,12.2,6,4,16304.0,54,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
89,78.0,89,85,4,3,4.5,6,7,13684.0,73,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
41,54.0,94,16,1,0,15.0,6,0,26985.0,15,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
41,79.0,94,28,3,2,6.5,6,3,22190.0,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
77,0.0,63,20,1,0,12.0,4,3,30037.0,51,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
89,56.0,17,49,1,2,8.87,6,8,20580.0,58,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
41,23.0,15,31,3,6,9.23,6,8,11670.0,29,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
125,74.0,98,29,4,2,19.64,3,9,19053.0,120,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
77,0.0,85,20,4,4,9.92,4,6,15173.0,52,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
41,39.0,88,16,3,1,5.17,5,2,39749.0,25,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
29,53.0,48,8,1,1,15.0,3,1,12873.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
77,32.0,87,21,1,0,15.0,5,3,11892.0,48,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
137,74.0,78,41,2,3,6.22,6,12,11624.0,91,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
65,47.0,53,34,1,1,13.75,6,3,16446.0,37,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
29,0.0,86,28,1,2,20.0,4,2,23356.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
125,69.0,84,22,4,2,4.8,6,11,15256.0,105,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
41,55.0,53,29,1,0,12.5,4,1,12784.0,13,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
41,75.0,72,47,3,4,9.33,6,6,19185.0,20,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
41,44.0,69,14,1,0,15.0,4,0,15018.0,17,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
137,7.0,50,36,1,1,8.3,5,12,7676.0,112,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
89,40.0,42,37,4,5,8.61,6,9,11969.0,65,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
65,51.0,85,49,1,2,10.29,6,6,29531.0,40,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
53,48.0,78,57,3,1,13.33,6,3,23965.0,28,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
53,44.0,84,21,2,2,23.67,6,5,17207.0,36,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
29,0.0,84,34,3,2,8.8,6,2,9594.0,17,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,0.0,81,9,1,0,17.67,5,0,13195.0,24,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
89,71.0,80,59,3,2,7.52,6,7,31019.0,71,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
41,26.0,79,0,4,4,3.55,6,6,9989.0,26,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
17,67.0,69,33,1,0,25.0,5,0,8733.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
29,51.0,72,60,4,2,6.4,6,2,8777.0,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
89,0.0,12,18,4,1,14.36,1,12,19689.0,67,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,45.0,58,31,1,1,20.0,3,1,10604.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
41,0.0,0,0,1,3,12.29,6,5,12328.0,40,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
113,58.0,1,0,2,1,10.89,6,9,21184.0,95,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,82.0,82,29,1,0,13.25,5,10,8803.0,99,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
77,0.0,26,3,2,3,24.0,4,4,28199.0,48,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
137,63.0,70,19,4,5,3.76,6,15,9884.0,108,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
41,0.0,60,60,2,3,10.05,13,6,27280.0,65,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
125,0.0,55,31,4,1,22.0,4,14,12146.0,114,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
113,0.0,57,26,1,0,7.4,4,4,7309.0,77,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
101,0.0,47,99,3,0,6.0,6,5,11792.0,74,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
29,49.0,24,26,2,2,16.67,6,2,17092.0,12,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
29,51.0,98,0,4,5,5.38,6,5,15007.0,15,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
77,40.0,83,19,1,0,14.4,5,1,19444.0,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
53,0.0,74,31,3,3,11.0,2,5,15660.0,36,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
137,83.0,76,44,1,0,9.05,4,11,13737.0,109,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,0.0,82,17,3,3,4.29,6,9,13493.0,104,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
137,84.0,20,0,2,1,15.35,6,10,10737.0,113,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
29,71.0,88,26,1,1,20.0,5,1,10940.0,6,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
125,0.0,0,0,3,2,10.4,6,6,9871.0,103,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
41,69.0,84,33,3,5,6.75,2,6,16577.0,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
29,78.0,79,43,4,3,15.78,7,3,13620.0,18,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
29,64.0,9,10,1,1,27.5,6,1,10359.0,14,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
65,0.0,86,10,1,0,7.86,5,2,14397.0,41,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
17,55.0,87,33,2,0,15.0,6,0,30595.0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
113,0.0,55,35,4,5,4.72,6,13,12664.0,93,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
77,72.0,82,35,4,5,4.83,6,8,10311.0,58,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
17,0.0,85,46,1,1,15.0,2,1,19446.0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
77,0.0,58,3,3,3,5.43,6,10,12356.0,59,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
125,86.0,77,0,2,2,10.75,6,7,11035.0,99,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
65,72.0,74,43,2,1,80.0,6,4,64288.0,47,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
29,0.0,81,21,1,0,25.0,4,0,17120.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
17,0.0,32,23,1,1,25.0,5,1,17423.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
113,62.0,74,35,2,0,7.64,6,7,8105.0,84,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
41,82.0,88,38,4,7,5.31,6,9,14353.0,24,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
41,75.0,59,31,4,2,7.1,6,4,7297.0,26,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
65,65.0,78,37,4,5,8.23,6,7,10030.0,44,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
77,67.0,38,0,1,0,17.5,5,2,6783.0,50,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
137,51.0,83,30,4,6,8.93,6,20,21302.0,104,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
41,0.0,77,0,4,4,8.89,9,6,19883.0,20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
29,0.0,87,15,1,1,25.0,4,1,18385.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
29,55.0,68,28,2,3,11.67,6,3,27861.0,8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
65,45.0,70,48,3,2,19.88,6,5,23593.0,48,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
65,35.0,95,68,1,0,7.4,4,2,23179.0,39,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
29,0.0,86,51,2,2,12.5,5,2,22654.0,9,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
89,30.0,80,14,1,0,9.67,4,3,9245.0,60,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
137,84.0,82,54,1,0,10.89,4,14,6630.0,110,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
41,48.0,68,43,4,7,7.07,6,9,8310.0,23,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
89,75.0,95,35,4,4,23.07,6,14,13850.0,72,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
137,77.0,92,24,3,5,6.59,6,15,17516.0,109,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
41,37.0,80,35,3,2,9.17,6,3,6122.0,27,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
113,76.0,83,46,1,1,13.45,6,10,16459.0,90,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
89,63.0,51,4,1,0,11.5,5,4,16458.0,74,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
137,46.0,93,59,4,6,10.13,6,10,18625.0,112,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
89,60.0,80,22,4,3,5.7,6,6,19201.0,62,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
113,0.0,76,20,3,3,21.82,6,9,14184.0,88,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
29,57.0,77,30,3,2,8.33,6,2,11428.0,6,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
29,50.0,78,43,1,1,22.5,6,1,14795.0,9,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
89,71.0,78,21,1,1,20.88,6,5,18678.0,60,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
137,0.0,53,29,2,0,7.44,5,9,7916.0,113,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
41,0.0,59,48,3,2,8.8,6,3,8459.0,22,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
29,80.0,29,57,1,0,10.0,4,0,5995.0,6,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
41,31.0,82,7,3,5,8.43,6,5,15026.0,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
29,84.0,97,83,1,1,25.0,4,1,24381.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
137,49.0,78,18,1,3,7.39,8,16,23814.0,112,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
65,68.0,92,36,1,0,12.8,6,2,40097.0,41,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
101,71.0,90,58,2,1,16.0,6,7,20821.0,78,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
17,34.0,83,31,1,1,20.0,4,1,16205.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
41,39.0,57,0,3,4,9.33,6,5,8016.0,19,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
29,75.0,82,37,2,2,11.67,6,2,10337.0,10,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
137,0.0,70,38,1,0,11.72,5,8,9414.0,88,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,41.0,30,70,1,0,20.0,4,0,6454.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
29,57.0,75,21,1,1,25.0,4,1,18060.0,5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
65,51.0,84,40,2,1,13.29,5,2,9385.0,50,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
17,48.0,76,38,1,1,20.0,4,1,11538.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
89,57.0,81,14,2,1,8.6,6,7,12794.0,64,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
29,0.0,69,3,1,1,25.0,4,1,9557.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
17,0.0,81,52,1,1,25.0,5,1,14703.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
17,0.0,74,54,1,0,20.0,3,0,11634.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
41,80.0,72,36,1,0,23.0,6,1,10453.0,27,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,43.0,84,30,4,3,11.57,6,3,11604.0,12,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
137,69.0,15,29,2,3,5.17,4,8,14114.0,110,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
65,0.0,62,38,4,2,4.55,5,5,9368.0,38,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
125,73.0,58,14,1,2,9.75,5,7,14318.0,100,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
17,53.0,82,25,1,1,20.0,3,1,13874.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
29,29.0,39,47,2,2,12.5,6,2,22695.0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
113,78.0,89,26,1,1,26.93,6,5,19044.0,95,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
53,72.0,80,64,1,1,16.6,6,3,16605.0,30,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
29,0.0,87,38,1,1,12.5,4,1,20416.0,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
29,50.0,80,28,2,1,15.0,5,1,8794.0,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
41,68.0,55,39,4,7,8.06,6,9,9072.0,30,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
65,45.0,84,27,2,1,9.89,6,3,32072.0,48,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
65,63.0,76,49,1,1,18.29,6,3,10795.0,47,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
89,80.0,72,35,3,3,9.38,6,8,13802.0,68,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,65.0,89,39,1,1,14.0,6,1,15482.0,20,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,49.0,33,26,3,3,10.0,6,3,9666.0,11,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
17,0.0,92,21,1,1,20.0,4,1,16704.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,0.0,76,33,2,2,15.0,6,2,11671.0,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
113,43.0,81,30,1,0,22.16,6,11,12532.0,89,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
113,0.0,82,0,1,1,9.0,6,7,9736.0,93,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
101,70.0,86,29,3,3,12.0,5,10,21487.0,81,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
17,65.0,48,21,1,0,25.0,3,0,10610.0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
41,0.0,77,38,3,1,8.67,5,2,17667.0,30,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
65,57.0,61,18,2,4,7.8,6,10,14887.0,32,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
29,79.0,66,83,2,2,14.67,4,2,9540.0,13,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
137,53.0,79,30,2,3,9.26,4,18,12281.0,109,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
29,43.0,3,36,2,2,12.5,6,2,17015.0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
29,0.0,86,20,4,2,7.2,5,2,19193.0,13,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
77,75.0,11,13,3,2,8.33,6,5,12104.0,58,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
137,57.0,71,22,1,1,11.0,4,5,10863.0,100,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
113,75.0,77,44,1,1,19.43,6,5,10006.0,86,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
17,59.0,88,26,1,1,25.0,5,1,18480.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
29,59.0,76,46,4,2,9.25,6,2,9991.0,9,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
137,67.0,78,23,2,1,7.54,6,13,13570.0,105,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
113,0.0,85,28,4,8,11.51,6,19,9481.0,94,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,85.0,83,69,2,3,10.03,4,11,16968.0,111,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
137,45.0,91,10,1,2,9.09,6,13,16934.0,112,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
101,42.0,94,0,1,0,12.71,4,3,14366.0,74,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
77,61.0,86,28,1,0,7.8,4,2,18520.0,51,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
17,0.0,43,54,1,1,15.0,4,1,9741.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
41,37.0,84,74,4,4,7.75,6,5,16689.0,22,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
89,0.0,51,23,4,4,5.0,5,9,19306.0,70,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
137,79.0,81,50,1,0,10.0,6,7,12148.0,108,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
41,43.0,86,36,4,3,7.88,6,3,8726.0,22,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
77,40.0,90,36,1,1,10.17,4,3,13860.0,57,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
41,51.0,36,51,4,6,5.11,9,11,16434.0,39,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
29,41.0,92,30,1,1,20.0,5,1,22984.0,13,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
29,47.0,87,32,1,1,20.0,6,1,12231.0,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
137,37.0,57,48,3,1,8.98,6,14,10813.0,105,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
17,0.0,81,27,1,0,20.0,4,0,18149.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
65,83.0,25,0,2,2,11.29,6,4,17984.0,39,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
137,62.0,75,47,1,1,6.5,6,8,13540.0,101,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,67.0,26,42,1,1,13.14,6,5,5517.0,92,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
89,53.0,95,34,1,2,6.8,5,10,12276.0,72,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,29.0,94,41,1,2,10.67,6,3,17690.0,21,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
53,63.0,82,22,3,3,9.77,7,7,14800.0,45,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
65,55.0,35,9,2,2,27.25,6,3,9816.0,33,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
101,75.0,84,23,1,1,16.33,6,4,13990.0,85,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
53,47.0,53,56,1,2,15.0,6,4,14312.0,35,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
41,0.0,79,24,4,3,10.75,6,4,15034.0,23,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
89,87.0,74,16,4,6,6.05,6,9,12842.0,66,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
137,48.0,85,26,1,1,14.0,4,6,19955.0,105,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
65,69.0,89,11,1,2,14.63,5,2,18197.0,39,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
89,27.0,58,48,1,1,12.8,4,2,12752.0,65,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
29,33.0,43,19,1,1,27.0,5,1,9619.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
41,67.0,71,22,3,3,9.86,6,4,29913.0,27,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
137,66.0,84,43,4,3,5.43,5,20,8771.0,109,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17,0.0,78,35,2,1,10.0,2,1,17265.0,6,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
101,65.0,98,71,1,2,15.47,6,11,24207.0,88,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
53,0.0,21,27,2,1,16.75,6,2,26692.0,34,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
53,0.0,83,16,4,1,5.0,6,2,15523.0,30,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
77,45.0,99,17,2,1,19.0,6,2,21625.0,50,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
65,77.0,35,26,2,2,14.0,6,4,15876.0,42,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,35.0,23,15,1,1,12.5,4,1,6493.0,14,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
65,0.0,81,56,4,5,4.43,5,9,13491.0,49,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
101,45.0,25,0,2,1,12.5,5,5,4465.0,70,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
101,61.0,75,28,1,2,19.0,6,6,21624.0,79,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
41,0.0,77,33,3,2,7.2,6,4,17334.0,22,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
113,56.0,74,0,2,1,31.33,6,5,10060.0,84,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
113,80.0,90,46,1,1,26.95,6,8,13550.0,87,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
113,72.0,83,38,2,0,13.33,5,4,16560.0,90,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,39.0,61,0,1,1,20.0,3,1,14025.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,61.0,75,33,3,2,14.5,6,2,12488.0,16,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
137,17.0,72,20,2,1,5.7,3,7,8797.0,109,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
41,47.0,87,28,3,2,11.71,6,3,14278.0,21,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
